-0.06324806 C, L  ->  C, r  at  -0.06324806 		PREZERO after 1 iterates
-0.09899696 C, r, F, F, L, F, L, F, F  ->  C, r, F, F, L, F, L, F, L  at  -0.09899696 		Period 8 orbit
-0.0990001 	 C, r, F, F, L, F, L, F, L, r  ->  C, r, F, F, L, F, L, F, L, L  at  -0.0990001 		PREZERO after 9 iterates
-0.09900324  C, r, F, F, L, F, L, F, L, L  ->  C, r, F, F, L, F, L, F, L, F  at  -0.09900324 		Period 9 orbit
-0.09900638  C, r, F, F, L, F, L, F, L, F  ->  C, r, F, F, L, F, L, F, L, R  at  -0.09900638 		PREFIXED after 9 iterates
-0.09901266 C, r, F, F, L, F, L, F, L  ->  C, r, F, F, L, F, L, F, r  at  -0.09901266 		PREZERO after 8 iterates
-0.09902208  C, r, F, F, L, F, L, F, r, R  ->  C, r, F, F, L, F, L, F, r, F  at  -0.09902208 		PREFIXED after 9 iterates
-0.09902836 C, r, F, F, L, F, L, F  ->  C, r, F, F, L, F, L, L  at  -0.09902836 		Period 7 orbit
-0.09903464  C, r, F, F, L, F, L, L, r, F  ->  C, r, F, F, L, F, L, L, r, R  at  -0.09903464 		PREFIXED after 9 iterates
-0.09904092 C, r, F, F, L, F, L, L, r  ->  C, r, F, F, L, F, L, L, L  at  -0.09904092 		PREZERO after 8 iterates
-0.09904406  C, r, F, F, L, F, L, L, L, R  ->  C, r, F, F, L, F, L, L, L, F  at  -0.09904406 		PREFIXED after 9 iterates
-0.0990472 	 C, r, F, F, L, F, L, L, L, F  ->  C, r, F, F, L, F, L, L, L, L  at  -0.0990472 		Period 9 orbit
-0.09905034  C, r, F, F, L, F, L, L, L, L  ->  C, r, F, F, L, F, L, L, L, r  at  -0.09905034 		PREZERO after 9 iterates
-0.09905348 C, r, F, F, L, F, L, L, L  ->  C, r, F, F, L, F, L, L, F  at  -0.09905348 		Period 8 orbit
-0.09905662  C, r, F, F, L, F, L, L, F, r  ->  C, r, F, F, L, F, L, L, F, L  at  -0.09905662 		PREZERO after 9 iterates
-0.0990629 	 C, r, F, F, L, F, L, L, F, L  ->  C, r, F, F, L, F, L, L, F, F  at  -0.0990629 		Period 9 orbit
-0.09906604  C, r, F, F, L, F, L, L, F, F  ->  C, r, F, F, L, F, L, L, R, R  at  -0.09906604 		PREFIXED after 9 iterates
-0.09906604 C, r, F, F, L, F, L, L, F  ->  C, r, F, F, L, F, L, L, R  at  -0.09906604 		PREFIXED after 8 iterates
-0.09908174 C, r, F, F, L, F, L, L  ->  C, r, F, F, L, F, L, r  at  -0.09908174 		PREZERO after 7 iterates
-0.09911628  C, r, F, F, L, F, L, r, R, R  ->  C, r, F, F, L, F, L, r, F, F  at  -0.09911628 		PREFIXED after 9 iterates
-0.09911628 C, r, F, F, L, F, L, r, R  ->  C, r, F, F, L, F, L, r, F  at  -0.09911628 		PREFIXED after 8 iterates
-0.09914454 C, r, F, F, L, F, L  ->  C, r, F, F, L, F, F  at  -0.09914454 		Period 6 orbit
-0.09917594  C, r, F, F, L, F, F, r, F, F  ->  C, r, F, F, L, F, F, r, R, R  at  -0.09917594 		PREFIXED after 9 iterates
-0.09917594 C, r, F, F, L, F, F, r, F  ->  C, r, F, F, L, F, F, r, R  at  -0.09917594 		PREFIXED after 8 iterates
-0.09921676 C, r, F, F, L, F, F, r  ->  C, r, F, F, L, F, F, L  at  -0.09921676 		PREZERO after 7 iterates
-0.09923874  C, r, F, F, L, F, F, L, R, R  ->  C, r, F, F, L, F, F, L, F, F  at  -0.09923874 		PREFIXED after 9 iterates
-0.09923874 C, r, F, F, L, F, F, L, R  ->  C, r, F, F, L, F, F, L, F  at  -0.09923874 		PREFIXED after 8 iterates
-0.09924816  C, r, F, F, L, F, F, L, F, F  ->  C, r, F, F, L, F, F, L, F, L  at  -0.09924816 		Period 9 orbit
-0.09925444  C, r, F, F, L, F, F, L, F, L  ->  C, r, F, F, L, F, F, L, F, r  at  -0.09925444 		PREZERO after 9 iterates
-0.09925758 C, r, F, F, L, F, F, L, F  ->  C, r, F, F, L, F, F, L, L  at  -0.09925758 		Period 8 orbit
-0.09926386  C, r, F, F, L, F, F, L, L, r  ->  C, r, F, F, L, F, F, L, L, L  at  -0.09926386 		PREZERO after 9 iterates
-0.09927014  C, r, F, F, L, F, F, L, L, L  ->  C, r, F, F, L, F, F, L, L, F  at  -0.09927014 		Period 9 orbit
-0.09927328  C, r, F, F, L, F, F, L, L, F  ->  C, r, F, F, L, F, F, L, L, R  at  -0.09927328 		PREFIXED after 9 iterates
-0.09927956 C, r, F, F, L, F, F, L, L  ->  C, r, F, F, L, F, F, L, r  at  -0.09927956 		PREZERO after 8 iterates
-0.09929212  C, r, F, F, L, F, F, L, r, R  ->  C, r, F, F, L, F, F, L, r, F  at  -0.09929212 		PREFIXED after 9 iterates
-0.09930468 C, r, F, F, L, F, F, L  ->  C, r, F, F, L, F, F, F  at  -0.09930468 		Period 7 orbit
-0.09931724  C, r, F, F, L, F, F, F, r, F  ->  C, r, F, F, L, F, F, F, r, R  at  -0.09931724 		PREFIXED after 9 iterates
-0.09933294 C, r, F, F, L, F, F, F, r  ->  C, r, F, F, L, F, F, F, L  at  -0.09933294 		PREZERO after 8 iterates
-0.09934236  C, r, F, F, L, F, F, F, L, R  ->  C, r, F, F, L, F, F, F, L, F  at  -0.09934236 		PREFIXED after 9 iterates
-0.09934864  C, r, F, F, L, F, F, F, L, F  ->  C, r, F, F, L, F, F, F, L, L  at  -0.09934864 		Period 9 orbit
-0.09935806  C, r, F, F, L, F, F, F, L, L  ->  C, r, F, F, L, F, F, F, L, r  at  -0.09935806 		PREZERO after 9 iterates
-0.09936748 C, r, F, F, L, F, F, F, L  ->  C, r, F, F, L, F, F, F, F  at  -0.09936748 		Period 8 orbit
-0.09938004  C, r, F, F, L, F, F, F, F, r  ->  C, r, F, F, L, F, F, F, F, L  at  -0.09938004 		PREZERO after 9 iterates
-0.09939574  C, r, F, F, L, F, F, F, F, L  ->  C, r, F, F, L, F, F, F, F, F  at  -0.09939574 		Period 9 orbit
-0.09942086  C, r, F, F, L, F, F, F, F, F  ->  C, r, F, F, L, R, R, R, R, R  at  -0.09942086 		PREFIXED after 9 iterates
-0.09942086 C, r, F, F, L, F  ->  C, r, F, F, L, R  at  -0.09942086 		PREFIXED after 5 iterates
-0.09942086 C, r, F, F, L, F, F  ->  C, r, F, F, L, R, R  at  -0.09942086 		PREFIXED after 6 iterates
-0.09942086 C, r, F, F, L, F, F, F  ->  C, r, F, F, L, R, R, R  at  -0.09942086 		PREFIXED after 7 iterates
-0.09942086 C, r, F, F, L, F, F, F, F  ->  C, r, F, F, L, R, R, R, R  at  -0.09942086 		PREFIXED after 8 iterates
-0.10030006 C, r, F, F, L  ->  C, r, F, F, r  at  -0.10030006 		PREZERO after 4 iterates
-0.1017005 	 C, r, F, F, r, R, R, R, R, R  ->  C, r, F, F, r, F, F, F, F, F  at  -0.1017005 		PREFIXED after 9 iterates
-0.1017005  C, r, F, F, r, R  ->  C, r, F, F, r, F  at  -0.1017005 		PREFIXED after 5 iterates
-0.1017005  C, r, F, F, r, R, R, R  ->  C, r, F, F, r, F, F, F  at  -0.1017005 		PREFIXED after 7 iterates
-0.1017005  C, r, F, F, r, R, R, R, R  ->  C, r, F, F, r, F, F, F, F  at  -0.1017005 		PREFIXED after 8 iterates
-0.1017005 C, r, F, F, r, R, R  ->  C, r, F, F, r, F, F  at  -0.1017005 		PREFIXED after 6 iterates
-0.10176644  C, r, F, F, r, F, F, F, F, F  ->  C, r, F, F, r, F, F, F, F, L  at  -0.10176644 		Period 9 orbit
-0.1018104 	 C, r, F, F, r, F, F, F, F, L  ->  C, r, F, F, r, F, F, F, F, r  at  -0.1018104 		PREZERO after 9 iterates
-0.10185122 C, r, F, F, r, F, F, F, F  ->  C, r, F, F, r, F, F, F, L  at  -0.10185122 		Period 8 orbit
-0.10188262  C, r, F, F, r, F, F, F, L, r  ->  C, r, F, F, r, F, F, F, L, L  at  -0.10188262 		PREZERO after 9 iterates
-0.10190774  C, r, F, F, r, F, F, F, L, L  ->  C, r, F, F, r, F, F, F, L, F  at  -0.10190774 		Period 9 orbit
-0.10193286  C, r, F, F, r, F, F, F, L, F  ->  C, r, F, F, r, F, F, F, L, R  at  -0.10193286 		PREFIXED after 9 iterates
-0.10196426 C, r, F, F, r, F, F, F, L  ->  C, r, F, F, r, F, F, F, r  at  -0.10196426 		PREZERO after 8 iterates
-0.1020145 	 C, r, F, F, r, F, F, F, r, R  ->  C, r, F, F, r, F, F, F, r, F  at  -0.1020145 		PREFIXED after 9 iterates
-0.10206788 C, r, F, F, r, F, F, F  ->  C, r, F, F, r, F, F, L  at  -0.10206788 		Period 7 orbit
-0.10211812  C, r, F, F, r, F, F, L, r, F  ->  C, r, F, F, r, F, F, L, r, R  at  -0.10211812 		PREFIXED after 9 iterates
-0.10216208 C, r, F, F, r, F, F, L, r  ->  C, r, F, F, r, F, F, L, L  at  -0.10216208 		PREZERO after 8 iterates
-0.10218406  C, r, F, F, r, F, F, L, L, R  ->  C, r, F, F, r, F, F, L, L, F  at  -0.10218406 		PREFIXED after 9 iterates
-0.1022029 	 C, r, F, F, r, F, F, L, L, F  ->  C, r, F, F, r, F, F, L, L, L  at  -0.1022029 		Period 9 orbit
-0.10222174  C, r, F, F, r, F, F, L, L, L  ->  C, r, F, F, r, F, F, L, L, r  at  -0.10222174 		PREZERO after 9 iterates
-0.10224372 C, r, F, F, r, F, F, L, L  ->  C, r, F, F, r, F, F, L, F  at  -0.10224372 		Period 8 orbit
-0.10226884  C, r, F, F, r, F, F, L, F, r  ->  C, r, F, F, r, F, F, L, F, L  at  -0.10226884 		PREZERO after 9 iterates
-0.10229396  C, r, F, F, r, F, F, L, F, L  ->  C, r, F, F, r, F, F, L, F, F  at  -0.10229396 		Period 9 orbit
-0.10232536  C, r, F, F, r, F, F, L, F, F  ->  C, r, F, F, r, F, F, L, R, R  at  -0.10232536 		PREFIXED after 9 iterates
-0.10232536 C, r, F, F, r, F, F, L, F  ->  C, r, F, F, r, F, F, L, R  at  -0.10232536 		PREFIXED after 8 iterates
-0.1024384  C, r, F, F, r, F, F, L  ->  C, r, F, F, r, F, F, r  at  -0.1024384 		PREZERO after 7 iterates
-0.10266448  C, r, F, F, r, F, F, r, R, R  ->  C, r, F, F, r, F, F, r, F, F  at  -0.10266448 		PREFIXED after 9 iterates
-0.10266448 C, r, F, F, r, F, F, r, R  ->  C, r, F, F, r, F, F, r, F  at  -0.10266448 		PREFIXED after 8 iterates
-0.1031449 	 C, r, F, F, r, F, F, r, F, F  ->  C, r, F, L, r, F, L, r, F, L  at  -0.1031449 		Period 9 orbit
-0.1031449  C, r, F, F  ->  C, r, F, L  at  -0.1031449 												Period 3 orbit
-0.1031449 C, r, F, F, r, F, F  ->  C, r, F, L, r, F, L  at  -0.1031449 							Period 6 orbit
-0.10336156 C, r, F, L, r, F, L  ->  C, r, F, L, r, F, F  at  -0.10336156 							Period 6 orbit
-0.10352484  C, r, F, L, r, F, F, r, F, L  ->  C, r, F, L, r, F, F, r, F, F  at  -0.10352484 		Period 9 orbit
-0.1038357 	 C, r, F, L, r, F, F, r, F, F  ->  C, r, F, L, r, F, F, r, R, R  at  -0.1038357 		PREFIXED after 9 iterates
-0.1038357  C, r, F, L, r, F, F, r, F  ->  C, r, F, L, r, F, F, r, R  at  -0.1038357 		PREFIXED after 8 iterates
-0.10403038 C, r, F, L, r, F, F, r  ->  C, r, F, L, r, F, F, L  at  -0.10403038 		PREZERO after 7 iterates
-0.10412772  C, r, F, L, r, F, F, L, R, R  ->  C, r, F, L, r, F, F, L, F, F  at  -0.10412772 		PREFIXED after 9 iterates
-0.10412772 C, r, F, L, r, F, F, L, R  ->  C, r, F, L, r, F, F, L, F  at  -0.10412772 		PREFIXED after 8 iterates
-0.10415598  C, r, F, L, r, F, F, L, F, F  ->  C, r, F, L, r, F, F, L, F, L  at  -0.10415598 		Period 9 orbit
-0.10417482  C, r, F, L, r, F, F, L, F, L  ->  C, r, F, L, r, F, F, L, F, r  at  -0.10417482 		PREZERO after 9 iterates
-0.1041968  C, r, F, L, r, F, F, L, F  ->  C, r, F, L, r, F, F, L, L  at  -0.1041968 		Period 8 orbit
-0.10421564  C, r, F, L, r, F, F, L, L, r  ->  C, r, F, L, r, F, F, L, L, L  at  -0.10421564 		PREZERO after 9 iterates
-0.10423134  C, r, F, L, r, F, F, L, L, L  ->  C, r, F, L, r, F, F, L, L, F  at  -0.10423134 		Period 9 orbit
-0.10424704  C, r, F, L, r, F, F, L, L, F  ->  C, r, F, L, r, F, F, L, L, R  at  -0.10424704 		PREFIXED after 9 iterates
-0.10426588 C, r, F, L, r, F, F, L, L  ->  C, r, F, L, r, F, F, L, r  at  -0.10426588 		PREZERO after 8 iterates
-0.10430042  C, r, F, L, r, F, F, L, r, R  ->  C, r, F, L, r, F, F, L, r, F  at  -0.10430042 		PREFIXED after 9 iterates
-0.10434752 C, r, F, L, r, F, F, L  ->  C, r, F, L, r, F, F, F  at  -0.10434752 		Period 7 orbit
-0.10439776  C, r, F, L, r, F, F, F, r, F  ->  C, r, F, L, r, F, F, F, r, R  at  -0.10439776 		PREFIXED after 9 iterates
-0.10443858 C, r, F, L, r, F, F, F, r  ->  C, r, F, L, r, F, F, F, L  at  -0.10443858 		PREZERO after 8 iterates
-0.1044637 	 C, r, F, L, r, F, F, F, L, R  ->  C, r, F, L, r, F, F, F, L, F  at  -0.1044637 		PREFIXED after 9 iterates
-0.10448254  C, r, F, L, r, F, F, F, L, F  ->  C, r, F, L, r, F, F, F, L, L  at  -0.10448254 		Period 9 orbit
-0.10450452  C, r, F, L, r, F, F, F, L, L  ->  C, r, F, L, r, F, F, F, L, r  at  -0.10450452 		PREZERO after 9 iterates
-0.10452964 C, r, F, L, r, F, F, F, L  ->  C, r, F, L, r, F, F, F, F  at  -0.10452964 		Period 8 orbit
-0.10456104  C, r, F, L, r, F, F, F, F, r  ->  C, r, F, L, r, F, F, F, F, L  at  -0.10456104 		PREZERO after 9 iterates
-0.10459872  C, r, F, L, r, F, F, F, F, L  ->  C, r, F, L, r, F, F, F, F, F  at  -0.10459872 		Period 9 orbit
-0.1046521 	 C, r, F, L, r, F, F, F, F, F  ->  C, r, F, L, r, R, R, R, R, R  at  -0.1046521 		PREFIXED after 9 iterates
-0.1046521  C, r, F, L, r, F  ->  C, r, F, L, r, R  at  -0.1046521 		PREFIXED after 5 iterates
-0.1046521  C, r, F, L, r, F, F, F  ->  C, r, F, L, r, R, R, R  at  -0.1046521 		PREFIXED after 7 iterates
-0.1046521  C, r, F, L, r, F, F, F, F  ->  C, r, F, L, r, R, R, R, R  at  -0.1046521 		PREFIXED after 8 iterates
-0.1046521 C, r, F, L, r, F, F  ->  C, r, F, L, r, R, R  at  -0.1046521 		PREFIXED after 6 iterates
-0.105704  C, r, F, L, r  ->  C, r, F, L, L  at  -0.105704 		PREZERO after 4 iterates
-0.1062849 	 C, r, F, L, L, R, R, R, R, R  ->  C, r, F, L, L, F, F, F, F, F  at  -0.1062849 		PREFIXED after 9 iterates
-0.1062849  C, r, F, L, L, R  ->  C, r, F, L, L, F  at  -0.1062849 		PREFIXED after 5 iterates
-0.1062849  C, r, F, L, L, R, R, R  ->  C, r, F, L, L, F, F, F  at  -0.1062849 		PREFIXED after 7 iterates
-0.1062849  C, r, F, L, L, R, R, R, R  ->  C, r, F, L, L, F, F, F, F  at  -0.1062849 		PREFIXED after 8 iterates
-0.1062849 C, r, F, L, L, R, R  ->  C, r, F, L, L, F, F  at  -0.1062849 		PREFIXED after 6 iterates
-0.10629746  C, r, F, L, L, F, F, F, F, F  ->  C, r, F, L, L, F, F, F, F, L  at  -0.10629746 		Period 9 orbit
-0.10630688  C, r, F, L, L, F, F, F, F, L  ->  C, r, F, L, L, F, F, F, F, r  at  -0.10630688 		PREZERO after 9 iterates
-0.1063163  C, r, F, L, L, F, F, F, F  ->  C, r, F, L, L, F, F, F, L  at  -0.1063163 		Period 8 orbit
-0.10632258  C, r, F, L, L, F, F, F, L, r  ->  C, r, F, L, L, F, F, F, L, L  at  -0.10632258 		PREZERO after 9 iterates
-0.10632572  C, r, F, L, L, F, F, F, L, L  ->  C, r, F, L, L, F, F, F, L, F  at  -0.10632572 		Period 9 orbit
-0.106332 	 C, r, F, L, L, F, F, F, L, F  ->  C, r, F, L, L, F, F, F, L, R  at  -0.106332 		PREFIXED after 9 iterates
-0.10633514 C, r, F, L, L, F, F, F, L  ->  C, r, F, L, L, F, F, F, r  at  -0.10633514 		PREZERO after 8 iterates
-0.10634456  C, r, F, L, L, F, F, F, r, R  ->  C, r, F, L, L, F, F, F, r, F  at  -0.10634456 		PREFIXED after 9 iterates
-0.10635398 C, r, F, L, L, F, F, F  ->  C, r, F, L, L, F, F, L  at  -0.10635398 		Period 7 orbit
-0.1063634 	 C, r, F, L, L, F, F, L, r, F  ->  C, r, F, L, L, F, F, L, r, R  at  -0.1063634 		PREFIXED after 9 iterates
-0.10636968 C, r, F, L, L, F, F, L, r  ->  C, r, F, L, L, F, F, L, L  at  -0.10636968 		PREZERO after 8 iterates
-0.10637282  C, r, F, L, L, F, F, L, L, R  ->  C, r, F, L, L, F, F, L, L, F  at  -0.10637282 		PREFIXED after 9 iterates
-0.10637596  C, r, F, L, L, F, F, L, L, F  ->  C, r, F, L, L, F, F, L, L, L  at  -0.10637596 		Period 9 orbit
-0.1063791 	 C, r, F, L, L, F, F, L, L, L  ->  C, r, F, L, L, F, F, L, L, r  at  -0.1063791 		PREZERO after 9 iterates
-0.10638224 C, r, F, L, L, F, F, L, L  ->  C, r, F, L, L, F, F, L, F  at  -0.10638224 		Period 8 orbit
-0.10638538  C, r, F, L, L, F, F, L, F, r  ->  C, r, F, L, L, F, F, L, F, L  at  -0.10638538 		PREZERO after 9 iterates
-0.10638852  C, r, F, L, L, F, F, L, F, L  ->  C, r, F, L, L, F, F, L, F, F  at  -0.10638852 		Period 9 orbit
-0.10639166  C, r, F, L, L, F, F, L, F, F  ->  C, r, F, L, L, F, F, L, R, R  at  -0.10639166 		PREFIXED after 9 iterates
-0.10639166 C, r, F, L, L, F, F, L, F  ->  C, r, F, L, L, F, F, L, R  at  -0.10639166 		PREFIXED after 8 iterates
-0.10640422 C, r, F, L, L, F, F, L  ->  C, r, F, L, L, F, F, r  at  -0.10640422 		PREZERO after 7 iterates
-0.10642306  C, r, F, L, L, F, F, r, R, R  ->  C, r, F, L, L, F, F, r, F, F  at  -0.10642306 		PREFIXED after 9 iterates
-0.10642306 C, r, F, L, L, F, F, r, R  ->  C, r, F, L, L, F, F, r, F  at  -0.10642306 		PREFIXED after 8 iterates
-0.10643876  C, r, F, L, L, F, F, r, F, F  ->  C, r, F, L, L, F, F, r, F, L  at  -0.10643876 		Period 9 orbit
-0.10645132 C, r, F, L, L, F, F  ->  C, r, F, L, L, F, L  at  -0.10645132 		Period 6 orbit
-0.10646388  C, r, F, L, L, F, L, r, F, L  ->  C, r, F, L, L, F, L, r, F, F  at  -0.10646388 		Period 9 orbit
-0.1064733 	 C, r, F, L, L, F, L, r, F, F  ->  C, r, F, L, L, F, L, r, R, R  at  -0.1064733 		PREFIXED after 9 iterates
-0.1064733  C, r, F, L, L, F, L, r, F  ->  C, r, F, L, L, F, L, r, R  at  -0.1064733 		PREFIXED after 8 iterates
-0.106489  C, r, F, L, L, F, L, r  ->  C, r, F, L, L, F, L, L  at  -0.106489 		PREZERO after 7 iterates
-0.10649842  C, r, F, L, L, F, L, L, R, R  ->  C, r, F, L, L, F, L, L, F, F  at  -0.10649842 		PREFIXED after 9 iterates
-0.10649842 C, r, F, L, L, F, L, L, R  ->  C, r, F, L, L, F, L, L, F  at  -0.10649842 		PREFIXED after 8 iterates
-0.10650156  C, r, F, L, L, F, L, L, F, F  ->  C, r, F, L, L, F, L, L, F, r  at  -0.10650156 
-0.1065047 	 C, r, F, L, L, F, L, L, F, r  ->  C, r, F, L, L, F, L, L, L, L  at  -0.1065047 		PREZERO after 9 iterates
-0.1065047  C, r, F, L, L, F, L, L, F  ->  C, r, F, L, L, F, L, L, L  at  -0.1065047 		Period 8 orbit
-0.10650784  C, r, F, L, L, F, L, L, L, L  ->  C, r, F, L, L, F, L, L, L, R  at  -0.10650784 
-0.10651098 C, r, F, L, L, F, L, L, L  ->  C, r, F, L, L, F, L, L, r  at  -0.10651098 		PREZERO after 8 iterates
-0.10651412  C, r, F, L, L, F, L, L, r, R  ->  C, r, F, L, L, F, L, L, r, F  at  -0.10651412 		PREFIXED after 9 iterates
-0.1065204  C, r, F, L, L, F, L, L  ->  C, r, F, L, L, F, L, F  at  -0.1065204 		Period 7 orbit
-0.10652354  C, r, F, L, L, F, L, F, r, F  ->  C, r, F, L, L, F, L, F, r, R  at  -0.10652354 		PREFIXED after 9 iterates
-0.10652668 C, r, F, L, L, F, L, F, r  ->  C, r, F, L, L, F, L, F, L  at  -0.10652668 		PREZERO after 8 iterates
-0.10652982  C, r, F, L, L, F, L, F, L, R  ->  C, r, F, L, L, F, L, F, L, F  at  -0.10652982 		PREFIXED after 9 iterates
-0.10653296  C, r, F, L, L, F, L, F, L, F  ->  C, r, F, L, L, F, L, F, L, r  at  -0.10653296 
-0.1065361  C, r, F, L, L, F, L, F, L  ->  C, r, F, L, L, F, L, F, F  at  -0.1065361 		Period 8 orbit
-0.10653924  C, r, F, L, L, F, L, F, F, r  ->  C, r, F, L, L, F, L, F, F, L  at  -0.10653924 		PREZERO after 9 iterates
-0.10654238  C, r, F, L, L, F, L, F, F, L  ->  C, r, F, L, L, F, L, F, F, F  at  -0.10654238 		Period 9 orbit
-0.10654552  C, r, F, L, L, F, L, F, F, F  ->  C, r, F, L, L, F, L, R, R, R  at  -0.10654552 		PREFIXED after 9 iterates
-0.10654552 C, r, F, L, L, F, L, F  ->  C, r, F, L, L, F, L, R  at  -0.10654552 		PREFIXED after 7 iterates
-0.10654552 C, r, F, L, L, F, L, F, F  ->  C, r, F, L, L, F, L, R, R  at  -0.10654552 		PREFIXED after 8 iterates
-0.10658006 C, r, F, L, L, F, L  ->  C, r, F, L, L, F, r  at  -0.10658006 		PREZERO after 6 iterates
-0.10663344  C, r, F, L, L, F, r, R, R, R  ->  C, r, F, L, L, F, r, F, F, F  at  -0.10663344 		PREFIXED after 9 iterates
-0.10663344 C, r, F, L, L, F, r, R  ->  C, r, F, L, L, F, r, F  at  -0.10663344 		PREFIXED after 7 iterates
-0.10663344 C, r, F, L, L, F, r, R, R  ->  C, r, F, L, L, F, r, F, F  at  -0.10663344 		PREFIXED after 8 iterates
-0.10664914  C, r, F, L, L, F, r, F, F, F  ->  C, r, F, L, L, F, r, F, F, L  at  -0.10664914 		Period 9 orbit
-0.10665856  C, r, F, L, L, F, r, F, F, L  ->  C, r, F, L, L, F, r, F, F, r  at  -0.10665856 		PREZERO after 9 iterates
-0.10667426 C, r, F, L, L, F, r, F, F  ->  C, r, F, L, L, F, r, F, L  at  -0.10667426 		Period 8 orbit
-0.1066931 	 C, r, F, L, L, F, r, F, L, r  ->  C, r, F, L, L, F, r, F, L, L  at  -0.1066931 		PREZERO after 9 iterates
-0.10671194 C, r, F, L, L, F  ->  C, r, F, L, L, L  at  -0.10671194 		Period 5 orbit
-0.10673392  C, r, F, L, L, L, r, F, L, L  ->  C, r, F, L, L, L, r, F, L, r  at  -0.10673392 		PREZERO after 9 iterates
-0.10675276 C, r, F, L, L, L, r, F, L  ->  C, r, F, L, L, L, r, F, F  at  -0.10675276 		Period 8 orbit
-0.10676532  C, r, F, L, L, L, r, F, F, r  ->  C, r, F, L, L, L, r, F, F, L  at  -0.10676532 		PREZERO after 9 iterates
-0.10677474  C, r, F, L, L, L, r, F, F, L  ->  C, r, F, L, L, L, r, F, F, F  at  -0.10677474 		Period 9 orbit
-0.1067873 	 C, r, F, L, L, L, r, F, F, F  ->  C, r, F, L, L, L, r, R, R, R  at  -0.1067873 		PREFIXED after 9 iterates
-0.1067873  C, r, F, L, L, L, r, F  ->  C, r, F, L, L, L, r, R  at  -0.1067873 		PREFIXED after 7 iterates
-0.1067873  C, r, F, L, L, L, r, F, F  ->  C, r, F, L, L, L, r, R, R  at  -0.1067873 		PREFIXED after 8 iterates
-0.10683126 C, r, F, L, L, L, r  ->  C, r, F, L, L, L, L  at  -0.10683126 		PREZERO after 6 iterates
-0.10685952  C, r, F, L, L, L, L, R, R, R  ->  C, r, F, L, L, L, L, F, F, F  at  -0.10685952 		PREFIXED after 9 iterates
-0.10685952 C, r, F, L, L, L, L, R  ->  C, r, F, L, L, L, L, F  at  -0.10685952 		PREFIXED after 7 iterates
-0.10685952 C, r, F, L, L, L, L, R, R  ->  C, r, F, L, L, L, L, F, F  at  -0.10685952 		PREFIXED after 8 iterates
-0.10686266  C, r, F, L, L, L, L, F, F, F  ->  C, r, F, L, L, L, L, F, F, r  at  -0.10686266 
-0.1068658  C, r, F, L, L, L, L, F, F  ->  C, r, F, L, L, L, L, F, L  at  -0.1068658 		Period 8 orbit
-0.10686894  C, r, F, L, L, L, L, F, L, r  ->  C, r, F, L, L, L, L, F, L, F  at  -0.10686894 
-0.10687208  C, r, F, L, L, L, L, F, L, F  ->  C, r, F, L, L, L, L, F, r, R  at  -0.10687208 		PREFIXED after 9 iterates
-0.10687208 C, r, F, L, L, L, L, F, L  ->  C, r, F, L, L, L, L, F, r  at  -0.10687208 		PREZERO after 8 iterates
-0.10687522  C, r, F, L, L, L, L, F, r, R  ->  C, r, F, L, L, L, L, F, r, F  at  -0.10687522 		PREFIXED after 9 iterates
-0.10687836 C, r, F, L, L, L, L, F  ->  C, r, F, L, L, L, L, L  at  -0.10687836 		Period 7 orbit
-0.1068815 	 C, r, F, L, L, L, L, L, r, F  ->  C, r, F, L, L, L, L, L, r, R  at  -0.1068815 		PREFIXED after 9 iterates
-0.10688464  C, r, F, L, L, L, L, L, r, R  ->  C, r, F, L, L, L, L, L, L, F  at  -0.10688464 		PREFIXED after 9 iterates
-0.10688464 C, r, F, L, L, L, L, L, r  ->  C, r, F, L, L, L, L, L, L  at  -0.10688464 		PREZERO after 8 iterates
-0.10688778  C, r, F, L, L, L, L, L, L, F  ->  C, r, F, L, L, L, L, L, F, r  at  -0.10688778 
-0.10688778 C, r, F, L, L, L, L, L, L  ->  C, r, F, L, L, L, L, L, F  at  -0.10688778 		Period 8 orbit
-0.10689092  C, r, F, L, L, L, L, L, F, r  ->  C, r, F, L, L, L, L, L, F, F  at  -0.10689092 
-0.10689406  C, r, F, L, L, L, L, L, F, F  ->  C, r, F, L, L, L, L, L, R, R  at  -0.10689406 		PREFIXED after 9 iterates
-0.10689406 C, r, F, L, L, L, L, L, F  ->  C, r, F, L, L, L, L, L, R  at  -0.10689406 		PREFIXED after 8 iterates
-0.10690034 C, r, F, L, L, L, L, L  ->  C, r, F, L, L, L, L, r  at  -0.10690034 		PREZERO after 7 iterates
-0.10690976  C, r, F, L, L, L, L, r, R, R  ->  C, r, F, L, L, L, L, r, F, F  at  -0.10690976 		PREFIXED after 9 iterates
-0.10690976 C, r, F, L, L, L, L, r, R  ->  C, r, F, L, L, L, L, r, F  at  -0.10690976 		PREFIXED after 8 iterates
-0.10691604  C, r, F, L, L, L, L, r, F, F  ->  C, r, F, L, L, L, L, r, F, L  at  -0.10691604 		Period 9 orbit
-0.10692546 C, r, F, L, L, L, L  ->  C, r, F, L, L, L, F  at  -0.10692546 		Period 6 orbit
-0.10693488  C, r, F, L, L, L, F, r, F, L  ->  C, r, F, L, L, L, F, r, F, F  at  -0.10693488 		Period 9 orbit
-0.10694116  C, r, F, L, L, L, F, r, F, F  ->  C, r, F, L, L, L, F, r, R, R  at  -0.10694116 		PREFIXED after 9 iterates
